,age,job,salary,balance,default,housing,loan,contact,day,month,duration,campaign,previous,poutcome,target,marital,education
19930,46,technician,60000.0,2739,no,no,no,cellular,8,aug,117,4,0,unknown,no,single,tertiary
19931,43,admin.,50000.0,324,no,no,no,cellular,8,aug,629,4,0,unknown,no,married,secondary
19932,35,management,100000.0,75,no,no,yes,cellular,8,aug,82,11,0,unknown,no,single,tertiary
19933,49,admin.,50000.0,1047,no,no,no,cellular,8,aug,133,4,0,unknown,no,married,secondary
19934,38,technician,60000.0,-1,no,no,no,cellular,8,aug,188,4,0,unknown,no,married,tertiary
19935,44,management,100000.0,5581,no,no,no,cellular,8,aug,202,2,0,unknown,no,married,tertiary
19936,35,entrepreneur,120000.0,2723,no,yes,yes,cellular,8,aug,275,4,0,unknown,no,married,tertiary
19937,48,admin.,50000.0,811,no,no,yes,cellular,8,aug,149,2,0,unknown,no,married,secondary
19938,30,unemployed,8000.0,221,no,no,no,cellular,8,aug,61,4,0,unknown,no,married,secondary
19939,50,management,100000.0,3002,no,no,no,cellular,8,aug,125,2,0,unknown,no,married,secondary
19940,31,technician,60000.0,535,no,no,no,cellular,8,aug,81,2,0,unknown,no,married,secondary
19941,40,management,100000.0,326,no,no,no,cellular,8,aug,236,2,0,unknown,no,married,tertiary
19942,47,blue-collar,20000.0,2215,no,no,no,cellular,8,aug,194,4,0,unknown,no,married,secondary
19943,42,technician,60000.0,146,no,no,no,cellular,8,aug,229,2,0,unknown,no,single,secondary
19944,48,management,100000.0,4415,no,yes,no,cellular,8,aug,148,6,0,unknown,no,married,secondary
19945,34,technician,60000.0,5266,no,no,no,cellular,8,aug,140,4,0,unknown,no,married,secondary
19946,59,housemaid,16000.0,116,no,no,no,cellular,8,aug,129,4,0,unknown,no,married,primary
19947,59,technician,60000.0,0,no,no,no,cellular,8,aug,124,4,0,unknown,no,divorced,tertiary
19948,30,management,100000.0,940,no,no,no,cellular,8,aug,131,2,0,unknown,no,single,tertiary
19949,43,self-employed,60000.0,9304,no,no,no,cellular,8,aug,362,4,0,unknown,no,married,primary
19950,31,technician,60000.0,942,no,no,no,cellular,8,aug,138,2,0,unknown,no,single,secondary
19951,46,blue-collar,20000.0,222,no,no,no,cellular,8,aug,71,2,0,unknown,no,married,primary
19952,33,technician,60000.0,-534,no,yes,yes,cellular,8,aug,16,7,0,unknown,no,married,secondary
19953,30,technician,60000.0,0,no,no,no,cellular,8,aug,216,2,0,unknown,no,single,secondary
19954,59,retired,55000.0,93,no,no,yes,cellular,8,aug,108,2,0,unknown,no,divorced,secondary
19955,35,technician,60000.0,944,no,no,no,cellular,8,aug,351,2,0,unknown,no,married,tertiary
19956,46,admin.,50000.0,2148,no,no,no,cellular,8,aug,176,4,0,unknown,no,married,secondary
19957,51,technician,60000.0,19,no,no,yes,cellular,8,aug,160,4,0,unknown,no,married,secondary
19958,41,management,100000.0,3353,no,no,no,cellular,8,aug,51,2,0,unknown,no,married,tertiary
19959,38,management,100000.0,5244,no,no,no,cellular,8,aug,310,4,0,unknown,no,single,tertiary
19960,47,management,100000.0,275,no,no,no,cellular,8,aug,82,2,0,unknown,no,single,tertiary
19961,35,technician,60000.0,46,no,no,no,cellular,8,aug,404,4,0,unknown,no,married,secondary
19962,32,technician,60000.0,1190,no,yes,no,cellular,8,aug,131,4,0,unknown,no,single,tertiary
19963,33,management,100000.0,2374,no,yes,yes,cellular,8,aug,212,2,0,unknown,no,married,tertiary
19964,43,management,100000.0,21510,no,no,no,cellular,8,aug,248,2,0,unknown,no,married,tertiary
19965,46,blue-collar,20000.0,723,no,no,no,cellular,8,aug,63,2,0,unknown,no,married,secondary
19966,38,management,100000.0,1074,no,no,no,cellular,8,aug,153,8,0,unknown,no,married,tertiary
19967,49,services,70000.0,823,no,no,no,cellular,8,aug,780,4,0,unknown,yes,married,secondary
19968,41,technician,60000.0,2300,no,no,no,cellular,8,aug,160,6,0,unknown,no,single,secondary
19969,60,blue-collar,20000.0,759,no,no,no,cellular,8,aug,255,2,0,unknown,no,married,tertiary
19970,52,services,70000.0,1625,no,no,no,cellular,8,aug,459,2,0,unknown,yes,married,primary
19971,35,technician,60000.0,254,no,no,no,cellular,8,aug,153,7,0,unknown,no,married,secondary
19972,47,services,70000.0,11,no,no,no,cellular,8,aug,455,4,0,unknown,no,married,unknown
19973,52,technician,60000.0,3577,no,no,yes,cellular,8,aug,62,2,0,unknown,no,married,secondary
19974,35,technician,60000.0,213,no,no,no,cellular,8,aug,46,2,0,unknown,no,divorced,secondary
19975,30,management,100000.0,2900,no,no,no,cellular,8,aug,147,2,0,unknown,no,single,tertiary
19976,51,services,70000.0,0,no,no,no,cellular,8,aug,121,2,0,unknown,no,married,primary
19977,33,management,100000.0,308,no,yes,no,cellular,8,aug,97,4,0,unknown,no,single,tertiary
19978,35,self-employed,60000.0,1987,no,no,no,cellular,8,aug,335,3,0,unknown,no,married,tertiary
19979,39,technician,60000.0,316,no,no,no,cellular,8,aug,100,1,0,unknown,no,single,secondary
19980,37,management,100000.0,5016,no,no,no,cellular,8,aug,119,1,0,unknown,no,married,tertiary
19981,32,technician,60000.0,881,no,no,no,cellular,8,aug,79,1,0,unknown,no,single,tertiary
19982,38,technician,60000.0,523,no,no,no,cellular,8,aug,388,1,0,unknown,no,single,tertiary
19983,40,technician,60000.0,84,no,yes,no,cellular,8,aug,119,3,0,unknown,no,married,secondary
19984,33,management,100000.0,2907,no,no,no,cellular,8,aug,116,1,0,unknown,no,married,tertiary
19985,57,management,100000.0,1963,no,no,yes,cellular,8,aug,178,3,0,unknown,no,married,tertiary
19986,53,blue-collar,20000.0,1868,no,no,no,cellular,8,aug,156,4,0,unknown,no,married,primary
19987,38,management,100000.0,484,no,yes,no,cellular,8,aug,173,8,0,unknown,no,married,tertiary
19988,47,housemaid,16000.0,131,no,no,no,cellular,8,aug,148,1,0,unknown,no,married,secondary
19989,34,technician,60000.0,19,no,no,no,cellular,8,aug,79,3,0,unknown,no,single,tertiary
19990,32,admin.,50000.0,2711,no,no,no,cellular,8,aug,193,1,0,unknown,no,married,secondary
19991,32,housemaid,16000.0,3786,no,no,no,cellular,8,aug,93,1,0,unknown,no,married,primary
19992,31,technician,60000.0,120,no,no,no,cellular,8,aug,1000,1,0,unknown,yes,married,tertiary
19993,32,admin.,50000.0,298,no,no,no,cellular,8,aug,494,1,0,unknown,no,single,tertiary
19994,55,management,100000.0,223,no,no,no,cellular,8,aug,273,5,0,unknown,no,married,tertiary
19995,55,management,100000.0,1909,no,no,no,cellular,8,aug,167,1,0,unknown,no,married,tertiary
19996,39,entrepreneur,120000.0,745,no,no,no,cellular,8,aug,88,1,0,unknown,no,married,tertiary
19997,39,management,100000.0,-468,no,yes,yes,cellular,8,aug,88,2,0,unknown,no,married,tertiary
19998,35,housemaid,16000.0,77,no,no,no,cellular,8,aug,191,1,0,unknown,no,married,primary
19999,40,management,100000.0,1468,no,no,no,cellular,8,aug,63,2,0,unknown,no,married,tertiary
20000,40,technician,60000.0,8844,no,no,no,cellular,8,aug,204,1,0,unknown,no,married,secondary
20001,33,technician,60000.0,6127,no,no,no,cellular,8,aug,127,3,0,unknown,no,single,tertiary
20002,32,management,100000.0,0,no,no,no,cellular,8,aug,83,1,0,unknown,no,married,tertiary
20003,39,technician,60000.0,1190,no,no,no,cellular,8,aug,136,1,0,unknown,no,single,tertiary
20004,36,technician,60000.0,4388,no,no,no,cellular,8,aug,52,3,0,unknown,no,married,tertiary
20005,57,management,100000.0,1171,no,no,no,cellular,8,aug,448,5,0,unknown,no,married,tertiary
20006,49,blue-collar,20000.0,1264,no,no,no,cellular,8,aug,140,3,0,unknown,no,married,secondary
20007,35,management,100000.0,2957,no,yes,yes,cellular,8,aug,733,3,0,unknown,yes,married,tertiary
20008,48,blue-collar,20000.0,2083,no,no,no,cellular,8,aug,88,3,0,unknown,no,married,secondary
20009,40,housemaid,16000.0,949,no,no,no,cellular,8,aug,182,1,0,unknown,no,married,secondary
20010,32,technician,60000.0,483,no,no,no,cellular,8,aug,580,3,0,unknown,yes,single,secondary
20011,52,unemployed,8000.0,1639,no,no,no,cellular,8,aug,93,1,0,unknown,no,married,secondary
20012,48,services,70000.0,801,no,no,no,cellular,8,aug,80,1,0,unknown,no,married,secondary
20013,31,management,100000.0,10088,no,no,no,cellular,8,aug,72,6,0,unknown,no,married,tertiary
20014,34,management,100000.0,2455,no,no,no,cellular,8,aug,244,6,0,unknown,no,single,tertiary
20015,31,management,100000.0,2,no,no,no,cellular,8,aug,848,1,0,unknown,yes,single,tertiary
20016,37,technician,60000.0,274,no,no,no,cellular,8,aug,173,3,0,unknown,no,single,secondary
20017,44,technician,60000.0,1707,no,no,no,cellular,8,aug,406,3,0,unknown,no,married,tertiary
20018,34,management,100000.0,832,no,no,no,cellular,8,aug,229,4,0,unknown,no,married,tertiary
20019,54,services,70000.0,196,no,no,no,cellular,8,aug,604,4,0,unknown,no,married,secondary
20020,32,entrepreneur,120000.0,795,no,no,no,cellular,8,aug,131,3,0,unknown,no,married,primary
20021,36,technician,60000.0,1,no,no,no,cellular,8,aug,1242,3,0,unknown,yes,divorced,secondary
20022,59,retired,55000.0,2768,no,no,yes,cellular,8,aug,94,5,0,unknown,no,married,secondary
20023,41,management,100000.0,800,no,no,no,cellular,8,aug,899,2,0,unknown,no,single,secondary
20024,34,management,100000.0,2093,no,no,no,cellular,8,aug,371,6,0,unknown,no,single,tertiary
20025,43,technician,60000.0,591,no,yes,no,cellular,8,aug,889,2,0,unknown,no,married,tertiary
20026,54,technician,60000.0,98,no,no,no,cellular,8,aug,420,4,0,unknown,no,married,tertiary
20027,31,technician,60000.0,367,no,yes,no,cellular,8,aug,515,3,0,unknown,no,married,secondary
20028,32,technician,60000.0,167,no,yes,yes,cellular,8,aug,79,3,0,unknown,no,married,secondary
20029,46,technician,60000.0,778,no,yes,no,cellular,8,aug,71,10,0,unknown,no,married,secondary
20030,49,housemaid,16000.0,443,no,no,no,cellular,8,aug,27,6,0,unknown,no,married,tertiary
20031,43,self-employed,60000.0,3003,no,no,no,cellular,8,aug,358,3,0,unknown,no,married,tertiary
20032,53,management,100000.0,2385,no,no,no,cellular,8,aug,498,8,0,unknown,no,married,tertiary
20033,38,management,100000.0,11971,no,yes,no,cellular,8,aug,327,3,0,unknown,no,single,tertiary
20034,30,management,100000.0,344,no,no,no,cellular,8,aug,179,3,0,unknown,no,single,tertiary
20035,36,management,100000.0,2745,no,yes,no,cellular,8,aug,306,3,0,unknown,no,single,tertiary
20036,33,management,100000.0,571,no,no,no,cellular,8,aug,390,2,0,unknown,no,married,tertiary
20037,46,management,100000.0,1103,no,yes,no,cellular,8,aug,209,3,0,unknown,no,married,tertiary
20038,31,management,100000.0,3897,no,yes,no,cellular,8,aug,231,3,0,unknown,no,married,tertiary
20039,39,management,100000.0,1795,no,no,no,cellular,8,aug,922,7,0,unknown,yes,married,tertiary
20040,46,management,100000.0,4,no,no,no,cellular,8,aug,1206,4,0,unknown,yes,married,tertiary
20041,49,technician,60000.0,229,no,no,no,cellular,8,aug,219,2,0,unknown,no,divorced,secondary
20042,52,services,70000.0,432,no,no,no,cellular,8,aug,424,4,0,unknown,no,married,primary
20043,46,housemaid,16000.0,269,no,no,no,cellular,8,aug,188,5,0,unknown,no,married,primary
20044,47,blue-collar,20000.0,254,no,no,yes,cellular,8,aug,492,3,0,unknown,no,married,primary
20045,31,technician,60000.0,2846,no,no,no,cellular,8,aug,174,3,0,unknown,no,single,secondary
20046,51,blue-collar,20000.0,257,no,no,no,cellular,8,aug,453,4,0,unknown,no,married,primary
20047,47,housemaid,16000.0,1765,no,no,no,cellular,8,aug,59,3,0,unknown,no,married,secondary
20048,46,blue-collar,20000.0,7982,no,no,no,cellular,8,aug,263,5,0,unknown,no,married,primary
20049,47,admin.,50000.0,73,no,no,no,cellular,8,aug,57,3,0,unknown,no,married,secondary
20050,43,management,100000.0,2759,no,yes,yes,cellular,8,aug,329,2,0,unknown,no,married,tertiary
20051,33,management,100000.0,862,no,yes,no,cellular,8,aug,166,3,0,unknown,no,married,tertiary
20052,51,technician,60000.0,4596,no,no,no,cellular,8,aug,334,5,0,unknown,no,divorced,tertiary
20053,57,retired,55000.0,243,no,no,no,cellular,8,aug,108,4,0,unknown,no,married,primary
20054,34,technician,60000.0,449,no,no,no,cellular,8,aug,765,3,0,unknown,no,single,tertiary
20055,31,technician,60000.0,344,no,no,no,cellular,8,aug,62,3,0,unknown,no,married,tertiary
20056,35,management,100000.0,1650,no,no,no,cellular,8,aug,885,5,0,unknown,no,married,tertiary
20057,41,management,100000.0,2127,no,no,no,cellular,8,aug,120,7,0,unknown,no,married,tertiary
20058,48,blue-collar,20000.0,104,no,no,no,cellular,8,aug,103,4,0,unknown,no,married,primary
20059,51,technician,60000.0,1113,no,no,yes,cellular,8,aug,391,4,0,unknown,no,married,secondary
20060,60,management,100000.0,581,no,yes,no,cellular,8,aug,89,2,0,unknown,no,divorced,tertiary
20061,41,housemaid,16000.0,365,no,no,no,cellular,8,aug,203,5,0,unknown,no,married,primary
20062,34,management,100000.0,1433,no,no,no,cellular,8,aug,170,3,0,unknown,no,married,tertiary
20063,61,housemaid,16000.0,368,no,no,no,cellular,8,aug,62,3,0,unknown,no,married,primary
20064,36,unknown,60000.0,179,no,no,no,cellular,8,aug,14,8,0,unknown,no,married,secondary
20065,37,housemaid,16000.0,189,no,no,no,cellular,8,aug,148,4,0,unknown,no,married,primary
20066,30,technician,60000.0,58,no,yes,no,cellular,8,aug,116,2,0,unknown,no,single,secondary
20067,34,housemaid,16000.0,326,no,no,no,cellular,8,aug,17,7,0,unknown,no,married,primary
20068,47,blue-collar,20000.0,233,no,no,no,cellular,8,aug,293,3,0,unknown,no,married,primary
20069,50,management,100000.0,592,no,no,no,cellular,8,aug,445,4,0,unknown,no,single,tertiary
20070,46,blue-collar,20000.0,438,no,no,no,cellular,8,aug,262,5,0,unknown,no,married,secondary
20071,35,technician,60000.0,0,no,no,no,cellular,11,aug,176,3,0,unknown,no,single,tertiary
20072,31,admin.,50000.0,323,no,no,no,cellular,11,aug,120,3,0,unknown,no,married,tertiary
20073,51,blue-collar,20000.0,440,no,no,no,cellular,11,aug,46,5,0,unknown,no,married,primary
20074,32,housemaid,16000.0,727,no,no,no,cellular,11,aug,68,4,0,unknown,no,married,primary
20075,54,technician,60000.0,1349,no,no,no,telephone,11,aug,697,6,0,unknown,no,married,secondary
20076,58,blue-collar,20000.0,1894,no,no,no,cellular,11,aug,153,6,0,unknown,no,married,secondary
20077,31,housemaid,16000.0,0,no,yes,no,cellular,11,aug,57,7,0,unknown,no,married,primary
20078,32,technician,60000.0,3275,no,no,no,cellular,11,aug,326,4,0,unknown,no,married,secondary
20079,44,management,100000.0,935,no,no,no,cellular,11,aug,70,5,0,unknown,no,divorced,tertiary
20080,46,management,100000.0,1297,no,no,no,cellular,11,aug,716,3,0,unknown,yes,divorced,tertiary
20081,32,management,100000.0,312,no,no,no,cellular,11,aug,67,4,0,unknown,no,married,tertiary
20082,45,blue-collar,20000.0,115,no,no,no,cellular,11,aug,209,4,0,unknown,no,married,secondary
20083,38,management,100000.0,399,no,yes,no,cellular,11,aug,367,4,0,unknown,no,single,secondary
20084,52,blue-collar,20000.0,2569,no,no,no,cellular,11,aug,258,5,0,unknown,no,married,primary
20085,32,technician,60000.0,3297,no,no,no,cellular,11,aug,99,2,0,unknown,no,single,secondary
20086,56,services,70000.0,750,no,no,yes,cellular,11,aug,92,3,0,unknown,no,married,secondary
20087,35,management,100000.0,337,no,no,no,cellular,11,aug,177,5,0,unknown,no,married,tertiary
20088,54,technician,60000.0,221,no,no,no,cellular,11,aug,413,2,0,unknown,no,divorced,secondary
20089,31,technician,60000.0,388,no,no,no,cellular,11,aug,144,2,0,unknown,no,single,secondary
20090,45,management,100000.0,0,no,no,no,cellular,11,aug,102,4,0,unknown,no,married,tertiary
20091,41,housemaid,16000.0,13,no,no,no,cellular,11,aug,155,4,0,unknown,no,married,secondary
20092,34,technician,60000.0,116,no,no,no,cellular,11,aug,145,2,0,unknown,no,married,tertiary
20093,39,management,100000.0,380,no,no,no,cellular,11,aug,77,4,0,unknown,no,married,tertiary
20094,46,technician,60000.0,6086,no,no,no,cellular,11,aug,210,2,0,unknown,no,married,secondary
20095,34,technician,60000.0,50,no,no,no,cellular,11,aug,106,3,0,unknown,no,married,secondary
20096,49,entrepreneur,120000.0,348,no,no,no,cellular,11,aug,105,2,0,unknown,no,married,secondary
20097,32,technician,60000.0,212,no,yes,no,cellular,11,aug,98,2,0,unknown,no,married,secondary
20098,35,management,100000.0,106,no,no,yes,cellular,11,aug,588,2,0,unknown,no,married,tertiary
20099,53,management,100000.0,618,no,no,no,cellular,11,aug,73,2,0,unknown,no,married,tertiary
20100,36,management,100000.0,553,no,no,no,cellular,11,aug,106,2,0,unknown,no,single,tertiary
20101,49,blue-collar,20000.0,-232,no,no,yes,cellular,11,aug,106,2,0,unknown,no,married,primary
20102,32,self-employed,60000.0,1214,no,no,no,cellular,11,aug,104,2,0,unknown,no,married,tertiary
20103,39,technician,60000.0,454,no,no,no,cellular,11,aug,73,2,0,unknown,no,divorced,secondary
20104,46,housemaid,16000.0,41,no,no,no,cellular,11,aug,100,2,0,unknown,no,divorced,primary
20105,38,management,100000.0,1440,no,no,no,cellular,11,aug,111,2,0,unknown,no,married,tertiary
20106,57,management,100000.0,2416,no,no,no,cellular,11,aug,74,2,0,unknown,no,married,tertiary
20107,44,technician,60000.0,5163,no,no,no,cellular,11,aug,48,2,0,unknown,no,married,secondary
20108,31,technician,60000.0,1496,no,yes,no,cellular,11,aug,303,2,0,unknown,no,married,tertiary
20109,51,management,100000.0,385,no,no,no,cellular,11,aug,39,2,0,unknown,no,married,tertiary
20110,56,management,100000.0,705,no,no,yes,cellular,11,aug,86,2,0,unknown,no,married,tertiary
20111,52,admin.,50000.0,347,no,no,no,cellular,11,aug,217,2,0,unknown,no,married,secondary
20112,35,technician,60000.0,2277,no,no,yes,cellular,11,aug,55,2,0,unknown,no,single,tertiary
20113,47,management,100000.0,838,no,no,no,cellular,11,aug,72,3,0,unknown,no,married,tertiary
20114,30,technician,60000.0,274,no,yes,yes,cellular,11,aug,97,2,0,unknown,no,married,secondary
20115,42,management,100000.0,687,no,no,no,cellular,11,aug,667,2,0,unknown,no,married,tertiary
20116,38,management,100000.0,1100,no,no,yes,cellular,11,aug,347,2,0,unknown,no,married,tertiary
20117,48,blue-collar,20000.0,617,no,yes,no,cellular,11,aug,33,2,0,unknown,no,married,unknown
20118,45,unknown,60000.0,356,no,no,no,cellular,11,aug,212,2,0,unknown,no,married,unknown
20119,46,management,100000.0,5108,no,no,no,cellular,11,aug,165,4,0,unknown,no,married,tertiary
20120,48,blue-collar,20000.0,476,no,no,no,cellular,11,aug,856,3,0,unknown,yes,married,primary
20121,34,management,100000.0,4231,no,yes,no,cellular,11,aug,382,2,0,unknown,no,divorced,tertiary
20122,31,management,100000.0,0,no,no,no,cellular,11,aug,84,2,0,unknown,no,married,tertiary
20123,55,management,100000.0,161,no,no,no,cellular,11,aug,226,2,0,unknown,no,married,tertiary
20124,34,technician,60000.0,268,no,no,no,cellular,11,aug,47,4,0,unknown,no,married,secondary
20125,39,housemaid,16000.0,13338,no,no,no,cellular,11,aug,103,4,0,unknown,no,married,primary
20126,32,technician,60000.0,321,no,yes,no,cellular,11,aug,156,2,0,unknown,no,single,secondary
20127,35,technician,60000.0,14,no,no,no,cellular,11,aug,113,2,0,unknown,no,single,secondary
20128,53,management,100000.0,657,no,no,no,cellular,11,aug,147,2,0,unknown,no,married,tertiary
20129,36,management,100000.0,9,no,no,no,cellular,11,aug,386,4,0,unknown,yes,married,tertiary
20130,54,retired,55000.0,2950,no,no,no,cellular,11,aug,45,2,0,unknown,no,married,secondary
20131,33,technician,60000.0,8408,no,no,no,cellular,11,aug,121,2,0,unknown,no,married,tertiary
20132,55,technician,60000.0,462,no,no,no,cellular,11,aug,116,2,0,unknown,no,married,secondary
20133,30,entrepreneur,120000.0,5,no,no,no,cellular,11,aug,126,2,0,unknown,no,married,tertiary
20134,30,student,4000.0,7513,no,no,no,cellular,11,aug,269,2,0,unknown,no,single,tertiary
20135,60,retired,55000.0,115,no,no,no,cellular,11,aug,82,2,0,unknown,no,married,primary
20136,33,management,100000.0,348,no,no,no,cellular,11,aug,71,2,0,unknown,no,divorced,tertiary
20137,39,technician,60000.0,394,no,no,no,cellular,11,aug,218,2,0,unknown,no,married,secondary
20138,43,services,70000.0,2764,no,no,no,cellular,11,aug,270,2,0,unknown,no,married,tertiary
20139,39,technician,60000.0,-112,no,no,yes,cellular,11,aug,187,2,0,unknown,no,married,secondary
20140,31,management,100000.0,319,no,yes,no,cellular,11,aug,565,2,0,unknown,no,single,tertiary
20141,58,housemaid,16000.0,3568,no,no,no,cellular,11,aug,226,2,0,unknown,no,divorced,primary
20142,56,technician,60000.0,944,no,no,no,cellular,11,aug,172,4,0,unknown,no,married,secondary
20143,35,technician,60000.0,2,no,no,no,cellular,11,aug,239,4,0,unknown,no,single,secondary
20144,45,technician,60000.0,1410,no,no,no,cellular,11,aug,71,2,0,unknown,no,married,secondary
20145,48,blue-collar,20000.0,3886,no,no,no,cellular,11,aug,297,2,0,unknown,no,married,primary
20146,56,blue-collar,20000.0,2750,no,no,no,cellular,11,aug,115,2,0,unknown,no,married,secondary
20147,32,management,100000.0,787,no,yes,no,cellular,11,aug,72,2,0,unknown,no,divorced,tertiary
20148,32,management,100000.0,67,no,no,no,cellular,11,aug,55,2,0,unknown,no,single,secondary
20149,56,retired,55000.0,646,no,no,no,cellular,11,aug,164,2,0,unknown,no,married,secondary
20150,44,technician,60000.0,1879,no,yes,no,cellular,11,aug,88,4,0,unknown,no,married,secondary
20151,31,management,100000.0,98,no,no,no,cellular,11,aug,69,2,0,unknown,no,single,tertiary
20152,37,technician,60000.0,3043,no,no,no,cellular,11,aug,123,4,0,unknown,no,married,secondary
20153,46,technician,60000.0,405,no,no,no,cellular,11,aug,138,3,0,unknown,no,married,tertiary
20154,45,technician,60000.0,1395,no,yes,no,cellular,11,aug,243,4,0,unknown,no,married,secondary
20155,30,technician,60000.0,564,no,yes,no,cellular,11,aug,166,2,0,unknown,no,married,tertiary
20156,27,admin.,50000.0,174,no,yes,yes,cellular,11,aug,82,2,0,unknown,no,married,tertiary
20157,60,management,100000.0,371,no,no,yes,cellular,11,aug,102,8,0,unknown,no,married,tertiary
20158,52,blue-collar,20000.0,0,no,no,no,cellular,11,aug,179,4,0,unknown,no,married,primary
20159,36,management,100000.0,0,no,no,no,cellular,11,aug,108,2,0,unknown,no,single,tertiary
20160,30,technician,60000.0,44,no,no,no,cellular,11,aug,187,2,0,unknown,no,single,secondary
20161,39,technician,60000.0,-276,no,no,yes,cellular,11,aug,121,4,0,unknown,no,married,tertiary
20162,50,blue-collar,20000.0,2167,no,no,no,cellular,11,aug,123,2,0,unknown,no,married,primary
20163,31,management,100000.0,69,no,no,no,cellular,11,aug,257,2,0,unknown,no,single,tertiary
20164,37,management,100000.0,340,no,no,no,cellular,11,aug,90,4,0,unknown,no,single,tertiary
20165,40,management,100000.0,99,no,no,no,cellular,11,aug,275,2,0,unknown,no,divorced,tertiary
20166,33,management,100000.0,644,no,no,no,cellular,11,aug,99,2,0,unknown,no,married,tertiary
20167,58,unknown,60000.0,15,no,no,no,cellular,11,aug,57,2,0,unknown,no,married,primary
20168,30,management,100000.0,0,no,no,no,cellular,11,aug,101,5,0,unknown,no,single,secondary
20169,34,management,100000.0,5665,no,no,no,cellular,11,aug,72,4,0,unknown,no,married,tertiary
20170,59,retired,55000.0,3843,no,no,no,cellular,11,aug,104,4,0,unknown,no,married,tertiary
20171,55,technician,60000.0,756,no,no,no,cellular,11,aug,210,3,0,unknown,no,married,secondary
20172,30,technician,60000.0,699,no,yes,no,cellular,11,aug,213,4,0,unknown,no,single,tertiary
20173,30,management,100000.0,131,no,yes,no,cellular,11,aug,384,6,0,unknown,yes,married,tertiary
20174,58,retired,55000.0,0,no,no,no,cellular,11,aug,273,2,0,unknown,no,married,unknown
20175,32,management,100000.0,11797,no,yes,no,cellular,11,aug,95,2,0,unknown,no,single,tertiary
20176,31,technician,60000.0,7567,no,no,no,cellular,11,aug,70,2,0,unknown,no,single,secondary
20177,50,blue-collar,20000.0,235,no,no,no,cellular,11,aug,71,2,0,unknown,no,married,secondary
20178,31,technician,60000.0,1463,no,no,no,cellular,11,aug,97,2,0,unknown,no,single,tertiary
20179,33,housemaid,16000.0,0,no,no,no,cellular,11,aug,237,2,0,unknown,no,married,primary
20180,34,technician,60000.0,370,no,no,no,cellular,11,aug,116,2,0,unknown,no,single,tertiary
20181,31,technician,60000.0,614,no,no,no,cellular,11,aug,72,4,0,unknown,no,single,tertiary
20182,46,self-employed,60000.0,2421,no,no,no,cellular,11,aug,170,4,0,unknown,no,married,tertiary
20183,30,management,100000.0,2123,no,no,no,cellular,11,aug,217,2,0,unknown,no,single,tertiary
20184,35,management,100000.0,361,no,yes,no,cellular,11,aug,169,2,0,unknown,no,single,tertiary
20185,49,services,70000.0,112,no,no,no,cellular,11,aug,97,2,0,unknown,no,married,secondary
20186,45,blue-collar,20000.0,0,no,no,no,cellular,11,aug,79,6,0,unknown,no,married,primary
20187,31,management,100000.0,15,no,no,no,cellular,11,aug,119,2,0,unknown,no,single,tertiary
20188,35,technician,60000.0,272,no,no,no,cellular,11,aug,86,2,0,unknown,no,single,tertiary
20189,54,management,100000.0,500,no,yes,no,cellular,11,aug,56,4,0,unknown,no,married,tertiary
20190,42,technician,60000.0,5455,no,no,no,cellular,11,aug,149,4,0,unknown,no,married,secondary
20191,34,technician,60000.0,1763,no,no,no,cellular,11,aug,246,2,0,unknown,no,single,secondary
20192,43,management,100000.0,0,no,no,no,cellular,11,aug,155,2,0,unknown,no,single,tertiary
20193,46,technician,60000.0,-11,yes,no,no,cellular,11,aug,139,2,0,unknown,no,divorced,secondary
20194,43,technician,60000.0,159,no,no,no,cellular,11,aug,160,2,0,unknown,no,divorced,secondary
20195,47,blue-collar,20000.0,4520,no,no,no,cellular,11,aug,356,2,0,unknown,no,married,primary
20196,31,management,100000.0,448,no,yes,no,cellular,11,aug,135,2,0,unknown,no,single,tertiary
20197,32,technician,60000.0,3184,no,yes,no,cellular,11,aug,135,2,0,unknown,no,married,secondary
20198,35,technician,60000.0,0,no,no,no,cellular,11,aug,309,2,0,unknown,no,married,secondary
20199,46,self-employed,60000.0,942,no,no,no,cellular,11,aug,53,4,0,unknown,no,married,secondary
20200,59,retired,55000.0,997,no,no,yes,cellular,11,aug,250,4,0,unknown,no,married,secondary
20201,30,management,100000.0,4889,no,no,no,cellular,11,aug,545,2,0,unknown,yes,single,tertiary
20202,34,technician,60000.0,259,no,no,no,cellular,11,aug,316,2,0,unknown,no,divorced,secondary
20203,53,services,70000.0,1242,no,no,no,cellular,11,aug,168,2,0,unknown,no,married,secondary
20204,59,management,100000.0,518,no,no,no,cellular,11,aug,230,2,0,unknown,no,married,tertiary
20205,46,blue-collar,20000.0,209,no,no,no,cellular,11,aug,72,2,0,unknown,no,married,unknown
20206,35,unknown,60000.0,1260,no,no,no,cellular,11,aug,204,9,0,unknown,no,married,tertiary
20207,43,technician,60000.0,1532,no,no,no,cellular,11,aug,61,2,0,unknown,no,divorced,secondary
20208,45,technician,60000.0,1780,no,no,no,cellular,11,aug,52,4,0,unknown,no,married,tertiary
20209,36,management,100000.0,-2,no,no,no,cellular,11,aug,242,2,0,unknown,no,married,tertiary
20210,30,technician,60000.0,54,no,no,no,cellular,11,aug,194,2,0,unknown,no,single,secondary
20211,34,management,100000.0,-292,no,yes,no,cellular,11,aug,111,2,0,unknown,no,single,tertiary
